Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S880117,O83120,C7224,Jane Smith,,9.17E+11,Mumbai,Unknown,West,0,P2934,Charger,Furniture,14.52196038,17,911.0416179,154723.2036,01-04-2020,19-03-2022,1,Cancelled,Ship,V151,Mrs. Patel,Bike,R309,6590.437715,1756.926761,Warehouse A,South Hub,Unknown,Unknown,Card,No,Returned,No Remarks,15487.7075,717 days,0.266587264,148132.7659,Yes,Na,0,2
S884450,O25433,C3845,Michael Brown,John@Example.Com,9.19E+11,Bangalore,Usa,East,0,P4115,Charger,Furniture,31.51525207,7,2203.700087,103142.1669,10-02-2022,23-01-2021,1,Delayed,Road,V303,Ms. Sharma,Truck,R232,5941.073293,474.5804867,Hub C,South Hub,Mr. Khan,Low,Cash,Unknown,Unknown,Check Packaging,15425.90061,-383 days,0.079881271,97201.09361,Yes,Normal,1,1
S981686,O69804,C1062,Jane Smith,,9.18E+11,Delhi,Uk,South,400001,P8937,Mobile,Accessories,16.02385472,8,3146.504377,6111.438274,19-09-2023,30-11-2021,2,Delivered,Ship,V840,Mr. Lee,Bike,R941,9983.976999,149.423824,Warehouse B,Unknown,Ms. Verma,Medium,Online,No,Pending,No Remarks,25172.03502,-658 days,0.014966363,-3872.538725,Yes,Not Urgent,4,4
S943640,O97244,C4296,Jane Smith,,9.18E+11,Bangalore,Uk,West,600001,P2630,Unknown,Clothing,73.03621322,13,4217.694349,65423.89091,20-12-2024,21-01-2020,1,Delivered,Rail,V814,Mrs. Patel,Van,R448,3653.713055,419.6354317,Unknown,Unknown,Unknown,Medium,Upi,Yes,Not Returned,No Remarks,54830.02654,-1795 days,0.114851776,61770.17786,Yes,Not Urgent,5,4
S755475,O15240,C2986,Jane Smith,,9.19E+11,Mumbai,India,West,600001,P6863,Mobile,Electronics,81.63841213,2,3191.023197,13794.51044,01-09-2024,14-10-2023,1,Delayed,Rail,V876,Mr. Lee,Bike,R999,3152.005782,1666.826338,Warehouse A,South Hub,Unknown,Low,Cash,Yes,Returned,No Remarks,6382.046394,-323 days,0.528814493,10642.50466,Yes,Normal,1,1
S877943,O44343,C8114,John Doe,John@Example.Com,9.19E+11,Unknown,Uk,North,400001,P4204,Headphones,Food,77.21123441,6,4221.339974,141044.8847,11-09-2021,12-06-2020,11,Cancelled,Rail,V539,Mrs. Patel,Truck,R983,9895.221282,1456.701958,Warehouse A,North Hub,Unknown,Low,Cash,Unknown,Not Returned,No Remarks,25328.03984,-456 days,0.147212671,131149.6634,Yes,Normal,1,1
S702263,O13243,C8272,Not Provided,Amit@Gmail.Com,9.16E+11,Mumbai,Usa,South,600001,P3746,Unknown,Accessories,20.00029481,5,1242.750328,34984.62944,10-06-2020,23-04-2022,10,Delayed,Unknown,V894,Unknown,Truck,R903,7652.798286,1942.654483,Unknown,Central,Mr. Patel,Medium,Upi,Unknown,Not Returned,No Remarks,6213.75164,682 days,0.253848907,27331.83115,Yes,Not Urgent,5,4
S615859,O57080,C5062,Jane Smith,,9.19E+11,Mumbai,India,Unknown,400001,P4078,Headphones,Accessories,70.95322149,12,4539.137139,148242.9735,23-04-2025,28-05-2025,4,Delivered,Ship,V905,Unknown,Van,R264,8565.430964,433.1428677,Warehouse A,North Hub,Mr. Khan,Low,Debit,Yes,Pending,No Remarks,54469.64567,35 days,0.050568719,139677.5425,Yes,Normal,3,1
S786927,O79899,C9169,Michael Brown,,9.2E+11,Delhi,India,East,600001,P9672,Charger,Clothing,70.83230571,5,2835.837899,193935.3856,08-04-2023,20-11-2020,6,In Transit,Road,V486,Ms. Sharma,Van,R558,5941.073293,320.2241976,Hub C,South Hub,Ms. Verma,Low,Debit,Yes,Unknown,No Remarks,14179.1895,-869 days,0.053900058,187994.3123,Yes,Normal,3,1
S461128,O55948,C7204,Michael Brown,,9.17E+11,Mumbai,Usa,Unknown,0,P9210,Charger,Clothing,47.48538505,8,1931.036453,140528.5831,09-04-2024,19-08-2024,1,Delayed,Ship,V723,Ms. Sharma,Cargo,R734,1034.190411,573.765768,Warehouse A,South Hub,Mr. Khan,Medium,Credit,Unknown,Unknown,Handle With Care,15448.29162,132 days,0.55479703,139494.3927,Yes,Not Urgent,2,4
S613922,O81810,C6659,Jane Smith,,9.17E+11,Bangalore,Uk,West,110001,P6207,Mobile,Accessories,77.21123441,8,394.1316243,45101.87522,10-10-2025,18-12-2022,7,Cancelled,Ship,V501,Ms. Sharma,Bike,R618,8231.461695,333.7242436,Warehouse B,Unknown,Mr. Patel,Low,Card,Unknown,Returned,No Remarks,3153.052994,-1027 days,0.040542525,36870.41353,Yes,Normal,0,1
S520021,O73918,C2332,Not Provided,,9.18E+11,Bangalore,Uk,Unknown,0,P4523,Laptop,Food,36.16733999,15,2700.135729,194596.3122,05-12-2020,29-03-2021,0,In Transit,Air,V975,Unknown,Bike,R669,2892.410615,713.1551668,Hub C,Central,Mr. Khan,Unknown,Debit,Yes,Pending,Check Packaging,40502.03594,114 days,0.246560832,191703.9016,No,Na,3,2
S244416,O16813,C2706,Fatima Noor,,9.17E+11,Unknown,India,West,0,P6712,Mobile,Furniture,80.31859959,7,3191.023197,148242.9735,09-12-2021,31-05-2025,11,Pending,Unknown,V937,Unknown,Bike,R321,8621.622057,1053.600666,Warehouse B,Central,Mr. Khan,Low,Debit,Unknown,Not Returned,No Remarks,22337.16238,1269 days,0.12220446,139621.3514,Yes,Normal,3,1
S630929,O12386,C4112,Michael Brown,John@Example.Com,9.17E+11,Mumbai,India,West,110001,P1618,Unknown,Furniture,47.48538505,17,4018.205926,167175.0862,11-04-2021,27-01-2023,1,Pending,Rail,V331,Ms. Sharma,Van,R171,4839.54642,1229.741794,Hub C,North Hub,Mr. Khan,Unknown,Online,Unknown,Unknown,Handle With Care,68309.50074,656 days,0.254102696,162335.5398,Yes,Na,4,2
S100419,O34320,C1984,John Doe,,9.17E+11,Mumbai,Uk,South,0,P9164,Charger,Food,16.02385472,15,1937.487668,40153.38224,17-02-2024,22-06-2020,3,Pending,Ship,V990,Mr. Rao,Cargo,R136,8621.622057,575.8247449,Warehouse B,North Hub,Mr. Patel,Medium,Online,Unknown,Not Returned,No Remarks,29062.31502,-1335 days,0.066788447,31531.76018,Yes,Not Urgent,4,4
S732079,O35845,C7460,Not Provided,John@Example.Com,9.16E+11,Mumbai,India,South,0,P6049,Laptop,Clothing,63.9369684,8,2675.147143,18639.48465,16-09-2024,28-09-2024,7,Unknown,Air,V458,Mr. Lee,Bike,R338,9768.548903,1507.020937,Warehouse A,North Hub,Ms. Verma,Unknown,Debit,Yes,Pending,No Remarks,21401.17714,12 days,0.154272754,8870.935747,Yes,Na,3,2
S926293,O79610,C5570,Michael Brown,,9.17E+11,Mumbai,Uk,South,400001,P9170,Tablet,Food,70.83230571,11,4662.325817,131243.5693,14-02-2025,18-05-2024,9,Delayed,Road,V227,Mr. Lee,Truck,R898,8217.077304,474.5804867,Warehouse B,Unknown,Ms. Verma,Unknown,Online,Unknown,Returned,No Remarks,51285.58399,-272 days,0.057755388,123026.492,Yes,Na,4,2
S313829,O14350,C3822,Not Provided,John@Example.Com,9.16E+11,Delhi,Usa,West,600001,P5496,Unknown,Electronics,17.46715031,5,1242.750328,128829.1231,09-10-2025,11-05-2024,10,Delayed,Rail,V427,Unknown,Van,R749,2892.410615,796.3351565,Unknown,Central,Mr. Patel,Medium,Credit,Unknown,Not Returned,Handle With Care,6213.75164,-516 days,0.275318847,125936.7125,Yes,Not Urgent,2,4
S815238,O57019,C9461,John Doe,Amit@Gmail.Com,9.18E+11,Mumbai,Usa,West,110001,P7080,Charger,Electronics,43.04033133,15,4283.776423,171743.2289,11-09-2021,28-04-2023,4,In Transit,Ship,V291,Mr. Lee,Truck,R407,7089.920759,558.3356878,Hub C,North Hub,Ms. Verma,Unknown,Cash,Yes,Returned,No Remarks,64256.64635,594 days,0.078750625,164653.3081,Yes,Na,1,2
S837080,O11725,C2732,Not Provided,John@Example.Com,9.17E+11,Unknown,Usa,Unknown,600001,P4240,Laptop,Electronics,83.32804276,1,3619.054145,56302.18553,13-12-2024,29-11-2021,4,In Transit,Rail,V239,Unknown,Truck,R825,5675.666106,1406.512023,Warehouse A,Central,Mr. Khan,Low,Card,No,Not Returned,Handle With Care,3619.054145,-1110 days,0.247814441,50626.51942,Yes,Normal,0,1
S109734,O28609,C1231,Amit Kumar,Amit@Gmail.Com,9.17E+11,Mumbai,India,Unknown,560001,P4453,Charger,Food,44.29517313,1,405.8528003,40153.38224,09-05-2021,14-04-2024,12,Cancelled,Ship,V610,Mrs. Patel,Cargo,R133,9768.548903,453.8148522,Hub C,Central,Unknown,Low,Card,Yes,Pending,No Remarks,405.8528003,1071 days,0.046456731,30384.83334,Yes,Normal,0,1
S351472,O73079,C6926,John Doe,Amit@Gmail.Com,9.2E+11,Bangalore,India,West,110001,P2239,Mobile,Food,21.62774151,17,3316.075935,167175.0862,01-11-2020,19-02-2024,8,Unknown,Unknown,V204,Mr. Rao,Cargo,R316,2530.987075,523.8880632,Warehouse B,Unknown,Mr. Patel,Medium,Card,Yes,Pending,No Remarks,56373.2909,1205 days,0.206989624,164644.0991,Yes,Not Urgent,0,4
S711166,O44754,C6660,Li Wei,Amit@Gmail.Com,9.2E+11,Delhi,India,West,600001,P2138,Headphones,Unknown,77.2413995,8,4886.34183,18874.57945,12-06-2025,19-05-2024,3,Delayed,Air,V253,Mrs. Patel,Bike,R805,5625.156091,772.2360719,Warehouse A,Central,Ms. Verma,Low,Online,Yes,Not Returned,Check Packaging,39090.73464,-389 days,0.137282603,13249.42336,Yes,Normal,4,1
S170035,O14904,C2588,John Doe,Amit@Gmail.Com,9.18E+11,Mumbai,India,East,110001,P1662,Unknown,Electronics,59.99104789,11,3191.023197,177191.3348,11-10-2021,14-01-2020,12,Pending,Air,V295,Mr. Lee,Cargo,R968,4527.669155,1134.787063,Unknown,North Hub,Mr. Patel,Unknown,Cash,Unknown,Pending,Check Packaging,35101.25517,-636 days,0.25063383,172663.6656,Yes,Na,1,2
S380680,O62058,C7538,Li Wei,,9.19E+11,Chennai,Usa,Unknown,600001,P7236,Unknown,Furniture,62.51816362,13,523.4605678,181861.2156,26-03-2022,29-05-2022,11,In Transit,Air,V215,Unknown,Bike,R861,7464.945846,860.0035899,Unknown,Central,Ms. Verma,Unknown,Debit,Unknown,Pending,No Remarks,6804.987381,64 days,0.115205603,174396.2698,Yes,Na,3,2
S900314,O73276,C1338,Li Wei,,9.18E+11,Delhi,India,Unknown,110001,P3110,Mobile,Food,32.85574054,13,523.4605678,172921.7965,09-11-2023,17-07-2020,4,Cancelled,Ship,V876,Mr. Lee,Bike,R297,6853.332809,906.3141668,Warehouse A,North Hub,Ms. Verma,Medium,Online,Yes,Pending,Check Packaging,6804.987381,-1210 days,0.132244295,166068.4637,Yes,Not Urgent,4,4
S671222,O26572,C4946,Not Provided,Amit@Gmail.Com,9.19E+11,Delhi,India,West,560001,P8181,Laptop,Electronics,39.17339032,13,3437.707852,33111.50561,14-07-2023,29-04-2021,-1,Delayed,Unknown,V690,Mr. Rao,Truck,R644,9138.029149,1861.959901,Warehouse A,South Hub,Unknown,Unknown,Online,Yes,Not Returned,Delayed Delivery,44690.20208,-806 days,0.203759462,23973.47646,No,Na,4,2
S559294,O57519,C4462,Not Provided,,9.19E+11,Mumbai,India,East,0,P4470,Unknown,Electronics,98.69525019,13,2935.617099,18639.48465,22-06-2021,24-11-2021,4,Unknown,Road,V198,Mr. Lee,Cargo,R457,4527.669155,826.8818712,Warehouse A,South Hub,Ms. Verma,Unknown,Unknown,No,Not Returned,Handle With Care,38163.02229,155 days,0.182628598,14111.81549,Yes,Na,6,2
S609372,O33910,C2865,Michael Brown,,9.16E+11,Unknown,Uk,South,400001,P2149,Charger,Accessories,54.49826027,8,1931.036453,190827.3004,18-09-2022,23-11-2024,2,Pending,Ship,V444,Ms. Sharma,Truck,R154,3495.816486,142.643247,Warehouse A,Central,Mr. Khan,Medium,Card,Yes,Not Returned,Handle With Care,15448.29162,797 days,0.040803986,187331.4839,Yes,Not Urgent,0,4
S925812,O39743,C6782,Not Provided,,9.17E+11,Delhi,Uk,South,0,P9483,Unknown,Furniture,68.58118614,6,1131.194487,149908.9591,09-03-2025,15-07-2022,3,Delayed,Rail,V318,Mr. Rao,Cargo,R799,1084.968401,1456.701958,Warehouse B,North Hub,Mr. Patel,Unknown,Card,Unknown,Returned,No Remarks,6787.166922,-968 days,1.342621552,148823.9907,Yes,Na,0,2
S518023,O73139,C5885,Jane Smith,Amit@Gmail.Com,9.19E+11,Mumbai,Unknown,West,600001,P3634,Mobile,Furniture,52.51191652,18,1955.826088,132639.4732,16-11-2022,31-08-2020,8,Delivered,Unknown,V975,Unknown,Cargo,R625,4493.931902,1601.377333,Warehouse A,Central,Mr. Khan,High,Debit,Unknown,Pending,Delayed Delivery,35204.86958,-807 days,0.356342145,128145.5413,Yes,Urgent,3,3
S495457,O89629,C2290,John Doe,John@Example.Com,9.16E+11,Chennai,Unknown,Unknown,560001,P7800,Mobile,Accessories,33.42435347,1,524.0510367,121583.5087,01-07-2022,25-06-2025,2,Pending,Rail,V504,Unknown,Cargo,R107,8013.277385,1053.600666,Unknown,North Hub,Unknown,Unknown,Cash,No,Returned,Delayed Delivery,524.0510367,1090 days,0.131481866,113570.2313,Yes,Na,1,2
S713333,O24545,C7752,Jane Smith,,9.17E+11,Mumbai,Uk,West,0,P8982,Charger,Clothing,39.17339032,14,911.0416179,18874.57945,01-02-2023,05-10-2024,8,Cancelled,Road,V451,Ms. Sharma,Van,R740,9895.221282,685.8229713,Warehouse A,Central,Mr. Khan,Medium,Card,Unknown,Unknown,No Remarks,12754.58265,612 days,0.069308503,8979.358168,Yes,Not Urgent,0,4
S981769,O37978,C6547,Fatima Noor,Amit@Gmail.Com,9.16E+11,Chennai,Unknown,South,600001,P7896,Charger,Food,60.95071276,1,2445.113684,97446.1529,06-01-2021,10-11-2022,5,Delivered,Ship,V249,Mrs. Patel,Truck,R450,4988.932744,740.9701505,Hub C,Central,Unknown,Low,Debit,Yes,Pending,Check Packaging,2445.113684,673 days,0.148522778,92457.22016,Yes,Normal,3,1
S997460,O37962,C3040,Michael Brown,Amit@Gmail.Com,9.19E+11,Mumbai,India,Unknown,400001,P1552,Charger,Unknown,78.62500816,4,3619.965369,10057.47873,08-10-2022,24-09-2021,2,Delayed,Unknown,V182,Mrs. Patel,Van,R447,1108.012233,642.5127505,Unknown,North Hub,Mr. Patel,Low,Debit,Unknown,Unknown,No Remarks,14479.86148,-379 days,0.579878752,8949.466497,Yes,Normal,3,1
S519817,O36205,C6999,John Doe,,9.19E+11,Mumbai,Usa,East,600001,P9328,Unknown,Accessories,96.58038729,17,802.3631792,101699.5687,01-03-2025,03-08-2025,10,Delayed,Unknown,V851,Mr. Lee,Bike,R513,178.8096229,740.9701505,Unknown,Central,Mr. Patel,Unknown,Card,Yes,Unknown,Handle With Care,13640.17405,155 days,4.143905336,101520.7591,Yes,Na,0,2
S348579,O68810,C5289,Michael Brown,,9.19E+11,Delhi,Usa,East,110001,P9260,Mobile,Electronics,56.34708116,18,582.1182537,196302.5875,07-01-2022,12-02-2024,1,Pending,Unknown,V817,Mr. Rao,Cargo,R542,4600.327884,1961.602136,Unknown,Central,Ms. Verma,Medium,Upi,Yes,Returned,Handle With Care,10478.12857,766 days,0.426404853,191702.2596,Yes,Not Urgent,5,4
S197362,O49168,C2761,Michael Brown,,9.19E+11,Bangalore,India,South,0,P6241,Tablet,Unknown,45.68784561,10,4717.532971,47175.32971,13-12-2023,17-12-2020,3,Delayed,Road,V173,Ms. Sharma,Cargo,R257,3495.816486,419.6354317,Warehouse B,North Hub,Mr. Khan,Low,Card,Unknown,Pending,No Remarks,47175.32971,-1091 days,0.120039319,43679.51322,Yes,Normal,0,1
S324526,O62933,C6299,Jane Smith,,9.18E+11,Bangalore,Usa,Unknown,110001,P2421,Unknown,Clothing,37.76674183,14,1206.769041,110595.0915,01-12-2021,09-11-2021,9,Delayed,Ship,V508,Mr. Rao,Truck,R433,8013.277385,1843.161592,Warehouse B,North Hub,Unknown,Low,Upi,Yes,Not Returned,No Remarks,16894.76657,-22 days,0.230013452,102581.8141,Yes,Normal,5,1
S502908,O69789,C1114,Michael Brown,Amit@Gmail.Com,9.17E+11,Mumbai,Uk,North,0,P5351,Mobile,Clothing,36.95300341,17,802.3631792,105894.7435,26-05-2020,29-08-2021,12,Cancelled,Air,V927,Unknown,Cargo,R882,5527.842774,1229.741794,Warehouse B,North Hub,Mr. Patel,Low,Upi,No,Unknown,Check Packaging,13640.17405,460 days,0.222463236,100366.9007,Yes,Normal,5,1
S332277,O66795,C4074,John Doe,Amit@Gmail.Com,9.2E+11,Delhi,Uk,West,110001,P3912,Tablet,Furniture,44.29517313,14,116.5290922,1631.407291,02-01-2024,11-06-2024,5,Cancelled,Road,V744,Mrs. Patel,Cargo,R880,4527.669155,643.2002564,Hub C,Central,Ms. Verma,High,Card,Yes,Unknown,No Remarks,1631.407291,161 days,0.142059906,-2896.261864,Yes,Urgent,0,3
S101353,O77863,C5514,Not Provided,,9.19E+11,Unknown,India,South,110001,P6860,Laptop,Unknown,5.121816066,15,4232.453208,196124.1791,01-02-2024,09-08-2025,7,Cancelled,Air,V862,Mr. Lee,Van,R159,3732.107672,107.6348064,Warehouse A,Unknown,Mr. Patel,High,Debit,Unknown,Unknown,No Remarks,63486.79812,555 days,0.02884022,192392.0714,Yes,Urgent,3,3
S253557,O77942,C5051,Jane Smith,,9.17E+11,Bangalore,Uk,North,600001,P9452,Charger,Furniture,45.87896343,4,4221.339974,133645.4193,17-08-2021,28-02-2023,2,Delayed,Road,V265,Mrs. Patel,Bike,R965,8621.622057,1942.654483,Hub C,Unknown,Ms. Verma,Unknown,Unknown,Unknown,Pending,Check Packaging,16885.3599,560 days,0.225323549,125023.7972,Yes,Na,6,2
S762551,O72517,C2736,John Doe,,9.18E+11,Delhi,Uk,South,110001,P3803,Headphones,Electronics,77.62571592,13,3887.725191,49172.27302,16-03-2024,27-09-2020,8,Pending,Air,V202,Mr. Rao,Bike,R674,9938.558587,1010.986043,Hub C,Unknown,Unknown,Unknown,Online,No,Unknown,Delayed Delivery,50540.42748,-1266 days,0.101723609,39233.71443,Yes,Na,4,2
S353195,O92471,C3124,Michael Brown,Amit@Gmail.Com,9.19E+11,Unknown,India,East,560001,P8053,Mobile,Unknown,9.305003954,12,1984.835453,148242.9735,13-02-2020,23-10-2021,0,Pending,Unknown,V418,Ms. Sharma,Cargo,R689,2530.987075,1165.597811,Warehouse B,Unknown,Unknown,Low,Unknown,No,Unknown,Check Packaging,23818.02544,618 days,0.460530922,145711.9864,No,Normal,6,1
S258614,O31010,C8500,Not Provided,Amit@Gmail.Com,9.18E+11,Mumbai,Usa,East,400001,P8602,Tablet,Unknown,93.98014469,13,1400.472211,121583.5087,07-10-2023,12-08-2020,2,In Transit,Unknown,V554,Mrs. Patel,Bike,R795,1084.968401,573.765768,Hub C,Central,Mr. Patel,High,Debit,Unknown,Not Returned,Delayed Delivery,18206.13874,-1151 days,0.528831777,120498.5403,Yes,Urgent,3,3
S212387,O78607,C2111,Amit Kumar,John@Example.Com,9.19E+11,Delhi,Usa,North,600001,P3216,Tablet,Food,70.95322149,19,472.028212,61620.03341,11-07-2024,21-02-2021,13,Delivered,Road,V953,Mr. Rao,Cargo,R606,4527.669155,353.8337453,Unknown,North Hub,Ms. Verma,Medium,Unknown,Yes,Pending,No Remarks,8968.536028,-1236 days,0.078149205,57092.36425,Yes,Not Urgent,6,4
S722824,O77233,C9834,Not Provided,,9.18E+11,Mumbai,Uk,East,400001,P6700,Headphones,Furniture,93.98014469,3,4624.872973,194596.3122,11-06-2023,28-06-2024,11,Delayed,Air,V899,Mr. Rao,Cargo,R145,4988.932744,804.0189189,Hub C,North Hub,Mr. Patel,High,Upi,Unknown,Returned,No Remarks,13874.61892,383 days,0.161160505,189607.3795,Yes,Urgent,5,3
S390436,O19993,C3187,Jane Smith,,9.2E+11,Mumbai,Uk,North,110001,P2030,Mobile,Food,96.97367046,15,1412.111433,52705.98888,02-06-2025,18-10-2022,3,In Transit,Road,V294,Mrs. Patel,Bike,R948,6553.261723,1248.440028,Hub C,South Hub,Mr. Patel,Low,Online,Unknown,Unknown,No Remarks,21181.6715,-958 days,0.190506664,46152.72716,Yes,Normal,4,1
S133874,O78017,C4467,Fatima Noor,Amit@Gmail.Com,9.19E+11,Delhi,Uk,East,0,P6848,Mobile,Accessories,80.93553614,3,528.0540745,113440.8677,04-10-2020,13-09-2020,10,Delayed,Rail,V984,Ms. Sharma,Cargo,R535,7464.945846,1779.59497,Warehouse A,North Hub,Unknown,Medium,Cash,No,Returned,Handle With Care,1584.162224,-21 days,0.238393554,105975.9219,Yes,Not Urgent,1,4
S694191,O74171,C8265,Amit Kumar,,9.16E+11,Mumbai,India,West,110001,P3822,Charger,Food,7.867442848,6,405.8528003,44976.48821,17-06-2021,25-02-2023,10,Cancelled,Road,V215,Mrs. Patel,Truck,R986,2530.987075,419.6354317,Warehouse B,South Hub,Mr. Khan,High,Upi,Unknown,Not Returned,Delayed Delivery,2435.116802,618 days,0.165799121,42445.50114,Yes,Urgent,5,3
S546288,O60005,C9113,Not Provided,Amit@Gmail.Com,9.18E+11,Unknown,Usa,West,560001,P1453,Headphones,Electronics,18.59158424,13,4712.281498,128829.1231,18-01-2023,21-06-2024,13,Pending,Rail,V547,Mrs. Patel,Bike,R877,7392.57299,168.3664584,Warehouse B,North Hub,Mr. Khan,Unknown,Cash,No,Pending,Check Packaging,61259.65947,520 days,0.022775082,121436.5501,Yes,Na,1,2
S167711,O85245,C7576,Not Provided,,9.17E+11,Chennai,Usa,Unknown,110001,P9954,Unknown,Furniture,29.47729945,10,2880.640669,183930.7372,21-09-2023,22-08-2023,2,Delayed,Road,V291,Mrs. Patel,Cargo,R609,8481.274237,796.7421056,Warehouse A,North Hub,Mr. Khan,Unknown,Online,Unknown,Returned,Delayed Delivery,28806.40669,-30 days,0.093941321,175449.463,Yes,Na,4,2
S282597,O78397,C5167,Amit Kumar,,9.17E+11,Mumbai,Uk,West,400001,P7841,Headphones,Accessories,96.97367046,19,3608.377161,110595.0915,15-02-2024,24-01-2021,12,Delayed,Road,V636,Mr. Lee,Van,R925,8481.274237,453.8148522,Unknown,Central,Ms. Verma,High,Upi,Yes,Not Returned,No Remarks,68559.16606,-1117 days,0.053507862,102113.8173,Yes,Urgent,5,3
S695932,O39558,C2534,Jane Smith,,9.18E+11,Chennai,Usa,South,560001,P7915,Laptop,Unknown,77.21123441,14,911.0416179,12754.58265,27-07-2021,31-05-2020,0,Cancelled,Rail,V364,Unknown,Truck,R421,3732.107672,642.5127505,Warehouse A,South Hub,Unknown,Unknown,Upi,No,Not Returned,Check Packaging,12754.58265,-422 days,0.172158149,9022.474979,No,Na,5,2
S763431,O65946,C2663,John Doe,Amit@Gmail.Com,9.17E+11,Mumbai,Usa,North,400001,P2290,Unknown,Furniture,80.31859959,7,2880.640669,14882.3431,04-12-2021,25-08-2022,5,Cancelled,Road,V897,Unknown,Cargo,R773,7652.798286,353.8337453,Warehouse A,South Hub,Ms. Verma,Medium,Unknown,Yes,Unknown,No Remarks,20164.48468,264 days,0.046235865,7229.544814,Yes,Not Urgent,6,4
S311616,O93443,C2271,Not Provided,,9.16E+11,Delhi,India,East,400001,P6336,Tablet,Electronics,18.59158424,10,494.0543596,50746.42056,15-08-2023,21-01-2025,0,Pending,Road,V954,Unknown,Bike,R980,6663.056267,787.0087478,Hub C,Unknown,Ms. Verma,Medium,Credit,Yes,Unknown,No Remarks,4940.543596,525 days,0.118115279,44083.36429,No,Not Urgent,2,4
S164675,O77035,C2106,Jane Smith,,9.19E+11,Mumbai,Unknown,North,0,P5244,Headphones,Unknown,30.80907003,3,2700.135729,181861.2156,18-04-2022,19-02-2021,1,Delayed,Rail,V444,Mrs. Patel,Bike,R854,4839.54642,1678.080913,Warehouse B,Unknown,Mr. Patel,Low,Card,No,Not Returned,No Remarks,8100.407187,-423 days,0.346743427,177021.6692,Yes,Normal,0,1
S213321,O49476,C4223,Jane Smith,Amit@Gmail.Com,9.18E+11,Chennai,Usa,Unknown,110001,P5422,Laptop,Electronics,14.52196038,14,1412.111433,155284.4995,19-04-2024,28-03-2020,5,Unknown,Unknown,V930,Ms. Sharma,Cargo,R949,9984.617643,474.5804867,Unknown,Unknown,Unknown,Low,Online,Unknown,Returned,No Remarks,19769.56006,-1483 days,0.047531163,145299.8819,Yes,Normal,4,1
S545001,O37069,C3005,Fatima Noor,Amit@Gmail.Com,9.19E+11,Mumbai,Usa,North,600001,P4927,Tablet,Accessories,27.49922866,12,4662.325817,72897.15579,07-08-2021,10-02-2022,0,Pending,Ship,V365,Mr. Rao,Cargo,R854,8665.192759,772.2360719,Warehouse A,Central,Mr. Patel,High,Cash,No,Unknown,No Remarks,55947.9098,187 days,0.089119318,64231.96303,No,Urgent,1,3
S941722,O92621,C9408,Not Provided,John@Example.Com,9.19E+11,Unknown,Uk,East,0,P9823,Unknown,Furniture,28.45298371,7,2203.700087,191096.8825,25-05-2024,27-08-2023,6,Delayed,Unknown,V141,Mr. Rao,Van,R154,5675.666106,643.2002564,Warehouse A,Central,Mr. Patel,Medium,Cash,Unknown,Not Returned,Delayed Delivery,15425.90061,-272 days,0.113325951,185421.2164,Yes,Not Urgent,1,4
S493021,O73160,C1642,Li Wei,Amit@Gmail.Com,9.18E+11,Delhi,India,South,400001,P7037,Tablet,Accessories,78.62500816,5,2421.167471,72713.96428,14-04-2024,15-12-2024,0,In Transit,Ship,V364,Ms. Sharma,Cargo,R101,4344.411364,1000.220882,Warehouse B,South Hub,Mr. Patel,Medium,Online,Yes,Returned,Delayed Delivery,12105.83736,245 days,0.230231624,68369.55292,No,Not Urgent,4,4
S758530,O77510,C4999,John Doe,,9.2E+11,Unknown,Uk,South,560001,P2852,Tablet,Electronics,1.049450654,5,1457.382451,47175.32971,07-11-2022,12-10-2022,11,Delayed,Road,V871,Mr. Lee,Cargo,R128,6730.004134,1006.852013,Warehouse B,North Hub,Ms. Verma,Unknown,Online,Unknown,Not Returned,No Remarks,7286.912255,-26 days,0.149606448,40445.32558,Yes,Na,4,2
